,genus,species,motility,gram stain,range,optimum
7170,Sphingomonas,Sphingomonas sp.,,,,
7171,Sphingomonas,Sphingomonas sp.,,,,
7172,Sphingomonas,Sphingomonas sp.,,,,
7173,Sphingomonas,Sphingomonas sp.,,,,
7174,Sphingomonas,Sphingomonas sp.,,,,
7175,Sphingomonas,Sphingomonas guangdongensis,,,,
7176,Sphingomonas,Sphingomonas yantingensis,,,30,
7177,Sphingomonas,Sphingomonas jejuensis,,negative,26,
7178,Sphingomonas,Sphingomonas melonis,,,,
7179,Sphingomonas,Sphingomonas melonis,,,,
7180,Sphingomonas,Sphingomonas sp.,,,,
7181,Sphingomonas,Sphingomonas cynarae,no,negative,28,28
7182,Sphingomonas,Sphingomonas polyaromaticivorans,no,negative,30,26
7183,Sphingomonas,Sphingomonas sediminicola,no,negative,30,30
7184,Sphingomonas,Sphingomonas ginsengisoli,no,negative,28,30
7185,Sphingomonas,Sphingomonas roseiflava,,,25,
7186,Sphingomonas,Sphingomonas sp.,,,,
7187,Sphingomonas,Sphingomonas laterariae,no,negative,,
7188,Sphingomonas,Sphingomonas formosensis,,negative,25-37,30
7189,Sphingomonas,Sphingomonas alpina,yes,negative,28,
7190,Sphingomonas,Sphingomonas oryziterrae,,negative,28,
7191,Sphingomonas,Sphingomonas jinjuensis,,negative,30,
7192,Sphingomonas,Sphingomonas xinjiangensis,,,30,
7193,Sphingomonas,Sphingomonas rubra,yes,negative,25,28
7194,Sphingomonas,Sphingomonas glacialis,no,negative,25,
7195,Sphingomonas,Sphingomonas changbaiensis,yes,negative,30,30
7196,Sphingomonas,Sphingomonas hankookensis,['no'],"['negative', 'negative']",30,30
7197,Sphingomonas,Sphingomonas japonica,yes,negative,25,26.5
7198,Sphingomonas,Sphingomonas astaxanthinifaciens,,,30,
7199,Sphingomonas,Sphingomonas insulae,['yes'],"['negative', 'negative']",25,25
7200,Sphingomonas,Sphingomonas sanxanigenens,,negative,30,29
7201,Sphingomonas,Sphingomonas haloaromaticamans,yes,positive,30,33.5
7202,Sphingomonas,Sphingomonas fennica,yes,positive,30,25
7203,Sphingomonas,Sphingomonas kaistensis,['no'],"['negative', 'negative']",37,27.5
7204,Sphingomonas,Sphingomonas jaspsi,yes,negative,37,36
7205,Sphingomonas,Sphingomonas aestuarii,['no'],"['negative', 'negative']",37,30
7206,Sphingomonas,Sphingomonas pseudosanguinis,,negative,37,
7207,Sphingomonas,Sphingomonas mucosissima,no,negative,25,25
7208,Sphingomonas,Sphingomonas molluscorum,no,negative,30,26.5
7209,Sphingomonas,Sphingomonas dokdonensis,,negative,25,
7210,Sphingomonas,Sphingomonas azotifigens,yes,negative,28,25-37
7211,Sphingomonas,Sphingomonas soli,['no'],"['negative', 'negative']",30,30
7212,Sphingomonas,Sphingomonas yunnanensis,yes,negative,30,28
7213,Sphingomonas,Sphingomonas abaci,no,negative,25,21.5
7214,Sphingomonas,Sphingomonas panni,no,negative,25,26
7215,Sphingomonas,Sphingomonas phyllosphaerae,yes,negative,25,
7216,Sphingomonas,Sphingomonas oligophenolica,no,negative,30,20.5
7217,Sphingomonas,Sphingomonas desiccabilis,no,negative,30,25
7218,Sphingomonas,Sphingomonas koreensis,,negative,30,
7219,Sphingomonas,Sphingomonas aquatilis,,negative,30,
7220,Sphingomonas,Sphingomonas aurantiaca,,,,
7221,Sphingomonas,Sphingomonas aurantiaca,,,30,
7222,Sphingomonas,Sphingomonas faeni,,,22,
7223,Sphingomonas,Sphingomonas aerolata,,,22,
7224,Sphingomonas,Sphingomonas yabuuchiae,,negative,30,30
7225,Sphingomonas,Sphingomonas melonis,,,30,
7226,Sphingomonas,Sphingomonas melonis,,,30,
7227,Sphingomonas,Sphingomonas pituitosa,,,30,
7228,Sphingomonas,Sphingomonas sanguinis,,,30,
7229,Sphingomonas,Sphingomonas trueperi,,,28,
7230,Sphingomonas,Sphingomonas pruni,,,30,
7231,Sphingomonas,Sphingomonas mali,,,30,
7232,Sphingomonas,Sphingomonas asaccharolytica,,,30,
7233,Sphingomonas,Sphingomonas leidyi,,,30,
7234,Sphingomonas,Sphingomonas parapaucimobilis,,,30,
7235,Sphingomonas,Sphingomonas adhaesiva,,,30,
7236,Sphingomonas,Sphingomonas sp.,,,,
7237,Sphingomonas,Sphingomonas sp.,,,,
7238,Sphingomonas,Sphingomonas sp.,,,,
7239,Sphingomonas,Sphingomonas sp.,,,,
7240,Sphingomonas,Sphingomonas sp.,,,,
7241,Sphingomonas,Sphingomonas sp.,,,,
7242,Sphingomonas,Sphingomonas sp.,,,,
7243,Sphingomonas,Sphingomonas sp.,,,,
7244,Sphingomonas,Sphingomonas sp.,,,,
7245,Sphingomonas,Sphingomonas sp.,,,,
7246,Sphingomonas,Sphingomonas sp.,,,,
7247,Sphingomonas,Sphingomonas sp.,,,,
7248,Sphingomonas,Sphingomonas paucimobilis,,,30,
7249,Sphingomonas,Sphingomonas paucimobilis,,,30,
7250,Sphingomonas,Sphingomonas echinoides,,,25-30,
7251,Sphingomonas,Sphingomonas sp.,,,,
7252,Sphingomonas,Sphingomonas paucimobilis,,,,
7253,Sphingomonas,Sphingomonas sp.,,,,
7254,Sphingomonas,Sphingomonas sp.,,,,
7255,Sphingomonas,Sphingomonas sp.,,,,
7256,Sphingomonas,Sphingomonas paucimobilis,,,,
7257,Sphingomonas,Sphingomonas paucimobilis,,,,
7258,Sphingomonas,Sphingomonas paucimobilis,,,,
7259,Sphingomonas,Sphingomonas paucimobilis,,,,
7260,Sphingomonas,Sphingomonas paucimobilis,,,,
7261,Sphingomonas,Sphingomonas paucimobilis,,,,
7262,Sphingomonas,Sphingomonas sp.,,,,
7263,Sphingomonas,Sphingomonas parapaucimobilis,,,,
7264,Sphingomonas,Sphingomonas paucimobilis,,,,
7265,Sphingomonas,Sphingomonas sp.,,,,
7266,Sphingomonas,Sphingomonas sp.,,,,
7267,Sphingomonas,Sphingomonas sp.,,,,
7268,Sphingomonas,Sphingomonas paucimobilis,,,,
7269,Sphingomonas,Sphingomonas paucimobilis,,,,
7270,Sphingomonas,Sphingomonas paucimobilis,,,,
7271,Sphingomonas,Sphingomonas paucimobilis,,,,
7272,Sphingomonas,Sphingomonas paucimobilis,,,,
7273,Sphingomonas,Sphingomonas paucimobilis,,,,
7274,Sphingomonas,Sphingomonas sp.,,,,
7275,Sphingomonas,Sphingomonas paucimobilis,,,,
7276,Sphingomonas,Sphingomonas paucimobilis,,,,
7277,Sphingomonas,Sphingomonas paucimobilis,,,,
7278,Sphingomonas,Sphingomonas paucimobilis,,,,
7279,Sphingomonas,Sphingomonas paucimobilis,,,,
7280,Sphingomonas,Sphingomonas difficilis,no,negative,30,28-30
7281,Sphingomonas,Sphingomonas jatrophae,,negative,28,28-30
7282,Sphingomonas,Sphingomonas carotinifaciens,,negative,28,28-30
7283,Sphingomonas,Sphingomonas faucium,no,negative,15-37,28
7284,Sphingomonas,Sphingomonas jeddahensis,yes,negative,28,30
7285,Sphingomonas,Sphingomonas carri,,negative,15-37,25
7286,Sphingomonas,Sphingomonas gotjawalisoli,yes,negative,25,25
7287,Sphingomonas,Sphingomonas silvisoli,no,negative,30,30
7288,Sphingomonas,Sphingomonas crusticola,,negative,28,25
7289,Sphingomonas,Sphingomonas palustris,yes,negative,25,25-30
7290,Sphingomonas,Sphingomonas limnosediminicola,['yes'],"['negative', 'negative']",25,25-30
7291,Sphingomonas,Sphingomonas metalli,no,negative,15-37,25-30
7292,Sphingomonas,Sphingomonas frigidaeris,no,negative,30,30
7293,Sphingomonas,Sphingomonas antarctica,no,negative,20,20
7294,Sphingomonas,Sphingomonas olei,no,negative,30,20-40
7295,Sphingomonas,Sphingomonas spermidinifaciens,yes,negative,28,30
7296,Sphingomonas,Sphingomonas sp.,,,,
7297,Sphingomonas,Sphingomonas paucimobilis,,,,
7298,Sphingomonas,Sphingomonas ginsenosidimutans,,,30,
7299,Sphingomonas,Sphingomonas kyungheensis,yes,negative,18-35,26.5
7300,Sphingomonas,Sphingomonas aquatica,no,negative,18-42,30
7301,Sphingomonas,Sphingomonas lutea,,,25,25-30
7302,Sphingomonas,Sphingomonas piscinae,['no'],['negative'],15.0-40.0,30
7303,Sphingomonas,Sphingomonas naphthae,yes,negative,30,25-28
7304,Sphingomonas,Sphingomonas pseudosanguinis,,,,
7305,Sphingomonas,Sphingomonas pseudosanguinis,,,,
7306,Sphingomonas,Sphingomonas prati,no,negative,28,25
7307,Sphingomonas,Sphingomonas zeicaulis,yes,negative,28,25
7308,Sphingomonas,Sphingomonas sp.,,,,
7309,Sphingomonas,Sphingomonas sp.,,,,
7310,Sphingomonas,Sphingomonas sp.,,,,
7311,Sphingomonas,Sphingomonas sp.,,,,
7312,Sphingomonas,Sphingomonas sp.,,,,
7313,Sphingomonas,Sphingomonas sp.,,,,
7314,Sphingomonas,Sphingomonas sp.,,,,
7315,Sphingomonas,Sphingomonas sp.,,,,
7316,Sphingomonas,Sphingomonas sp.,,,,
7317,Sphingomonas,Sphingomonas sp.,,,,
7318,Sphingomonas,Sphingomonas sp.,,,,
7319,Sphingomonas,Sphingomonas sp.,,,,
7320,Sphingomonas,Sphingomonas sp.,,,,
7321,Sphingomonas,Sphingomonas sp.,,,,
7322,Sphingomonas,Sphingomonas sp.,,,,
7323,Sphingomonas,Sphingomonas sp.,,,,
7324,Sphingomonas,Sphingomonas sp.,,,,
7325,Sphingomonas,Sphingomonas sp.,,,,
7326,Sphingomonas,Sphingomonas sp.,,,,
7327,Sphingomonas,Sphingomonas sp.,,,,
7328,Sphingomonas,Sphingomonas sp.,,,,
7329,Sphingomonas,Sphingomonas sp.,,,,
7330,Sphingomonas,Sphingomonas sp.,,,,
7331,Sphingomonas,Sphingomonas sp.,,,,
7332,Sphingomonas,Sphingomonas sp.,,,,
7333,Sphingomonas,Sphingomonas sp.,,,,
7334,Sphingomonas,Sphingomonas sp.,,,,
7335,Sphingomonas,Sphingomonas sp.,,,,
7336,Sphingomonas,Sphingomonas sp.,,,,
7337,Sphingomonas,Sphingomonas sp.,,,,
7338,Sphingomonas,Sphingomonas sp.,,,,
7339,Sphingomonas,Sphingomonas sp.,,,,
7340,Sphingomonas,Sphingomonas sp.,,,,
7341,Sphingomonas,Sphingomonas sp.,,,,
7342,Sphingomonas,Sphingomonas sp.,,,,
7343,Sphingomonas,Sphingomonas sp.,,,,
7344,Sphingomonas,Sphingomonas sp.,,,,
7345,Sphingomonas,Sphingomonas sp.,,,,
7346,Sphingomonas,Sphingomonas sp.,,,,
7347,Sphingomonas,Sphingomonas sp.,,,,
7348,Sphingomonas,Sphingomonas sp.,,,,
7349,Sphingomonas,Sphingomonas sp.,,,,
7350,Sphingomonas,Sphingomonas sp.,,,,
7351,Sphingomonas,Sphingomonas edaphi,,,,
7352,Sphingomonas,Sphingomonas panaciterrae,,,,
7353,Sphingomonas,Sphingomonas panacis,,,,
7354,Sphingomonas,Sphingomonas sp.,,,,
7355,Sphingomonas,Sphingomonas sp.,,,,
7356,Sphingomonas,Sphingomonas sp.,,,,
7357,Sphingomonas,Sphingomonas sp.,,,,
7358,Sphingomonas,Sphingomonas mohensis,,,,
7359,Sphingomonas,Sphingomonas sp.,,,,
7360,Sphingomonas,Sphingomonas arantia,,,,
7361,Sphingomonas,Sphingomonas haloaromaticamans,,,,
7362,Sphingomonas,Sphingomonas sp.,,,,
7363,Sphingomonas,Sphingomonas rosea,,,,
7364,Sphingomonas,Sphingomonas swuensis,,,,
7365,Sphingomonas,Sphingomonas sp.,,,,
7366,Sphingomonas,Sphingomonas sp.,,,,
7367,Sphingomonas,Sphingomonas ginsenosidivorax,,,,
7368,Sphingomonas,Sphingomonas sp.,,,,
7369,Sphingomonas,Sphingomonas humi,,,,
7370,Sphingomonas,Sphingomonas sp.,,,,
7371,Sphingomonas,Sphingomonas sp.,,,,
7372,Sphingomonas,Sphingomonas sp.,,,,
7373,Sphingomonas,Sphingomonas sp.,,,,
7374,Sphingomonas,Sphingomonas aliaeris,,,,
7375,Sphingomonas,Sphingomonas oleivorans,,negative,4-37,28-30
7376,Sphingomonas,Sphingomonas tabacisoli,yes,negative,30,30-35
7377,Sphingomonas,Sphingomonas aerolata,,,,
7378,Sphingomonas,Sphingomonas rhizophila,no,negative,10-37,25-30
7379,Sphingomonas,Sphingomonas colocasiae,no,negative,30,25-30
7380,Sphingomonas,Sphingomonas agri,no,negative,42,30
7381,Sphingomonas,Sphingomonas montana,,,,
7382,Sphingomonas,Sphingomonas turrisvirgatae,yes,negative,20-35,
7383,Sphingomonas,Sphingomonas sp.,,,,
7384,Sphingomonas,Sphingomonas ginsenosidimutans,,,,
7385,Sphingomonas,Sphingomonas sp.,,,,
7386,Sphingomonas,Sphingomonas adhaesiva,,,,
7387,Sphingomonas,Sphingomonas aquatilis,,,,
7388,Sphingomonas,Sphingomonas sp.,,,,
7389,Sphingomonas,Sphingomonas sp.,,,,
7390,Sphingomonas,Sphingomonas sp.,,,,
7391,Sphingomonas,Sphingomonas paucimobilis,,,,
7392,Sphingomonas,Sphingomonas aquatilis,,,,
7393,Sphingomonas,Sphingomonas echinoides,,,,
7394,Sphingomonas,Sphingomonas sp.,,,,
7395,Sphingomonas,Sphingomonas echinoides,,,,
7396,Sphingomonas,Sphingomonas echinoides,,,,
7397,Sphingomonas,Sphingomonas sp.,,,,
7398,Sphingomonas,Sphingomonas echinoides,,,,
7399,Sphingomonas,Sphingomonas echinoides,,,,
7400,Sphingomonas,Sphingomonas aquatilis,,,,
7401,Sphingomonas,Sphingomonas echinoides,,,,
7402,Sphingomonas,Sphingomonas aquatilis,,,,
7403,Sphingomonas,Sphingomonas aquatilis,,,,
7404,Sphingomonas,Sphingomonas yabuuchiae,,,,
7405,Sphingomonas,Sphingomonas aerolata,,,,
7406,Sphingomonas,Sphingomonas sp.,,,,
7407,Sphingomonas,Sphingomonas sp.,,,,
7408,Sphingomonas,Sphingomonas paucimobilis,,,,
7409,Sphingomonas,Sphingomonas sp.,,,,
7410,Sphingomonas,Sphingomonas sp.,,,,
7411,Sphingomonas,Sphingomonas sp.,,,,
7412,Sphingomonas,Sphingomonas sp.,,,,
7413,Sphingomonas,Sphingomonas paucimobilis,,,,
7414,Sphingomonas,Sphingomonas paucimobilis,,,,
7415,Sphingomonas,Sphingomonas sp.,,,,
7416,Sphingomonas,Sphingomonas paucimobilis,,,,
7417,Sphingomonas,Sphingomonas paucimobilis,,,,
7418,Sphingomonas,Sphingomonas sp.,,,,
7419,Sphingomonas,Sphingomonas paucimobilis,,,,
7420,Sphingomonas,Sphingomonas sp.,,,,
7421,Sphingomonas,Sphingomonas paucimobilis,,,,
7422,Sphingomonas,Sphingomonas sp.,,,,
7423,Sphingomonas,Sphingomonas sp.,,,,
7424,Sphingomonas,Sphingomonas sp.,,,,
7425,Sphingomonas,Sphingomonas sp.,,,,
7426,Sphingomonas,Sphingomonas sp.,,,,
7427,Sphingomonas,Sphingomonas paucimobilis,,,,
7428,Sphingomonas,Sphingomonas paucimobilis,,,,
7429,Sphingomonas,Sphingomonas sp.,,,,
7430,Sphingomonas,Sphingomonas sp.,,,,
7431,Sphingomonas,Sphingomonas sp.,,,,
7432,Sphingomonas,Sphingomonas sp.,,,,
7433,Sphingomonas,Sphingomonas sp.,,,,
7434,Sphingomonas,Sphingomonas sp.,,,,
7435,Sphingomonas,Sphingomonas sp.,,,,
7436,Sphingomonas,Sphingomonas sp.,,,,
7437,Sphingomonas,Sphingomonas sp.,,,,
7438,Sphingomonas,Sphingomonas paucimobilis,,,,
7439,Sphingomonas,Sphingomonas paucimobilis,,,,
7440,Sphingomonas,Sphingomonas sp.,,,,
7441,Sphingomonas,Sphingomonas sp.,,,,
7442,Sphingomonas,Sphingomonas sp.,,,,
7443,Sphingomonas,Sphingomonas paucimobilis,,,,
7444,Sphingomonas,Sphingomonas paucimobilis,,,,
7445,Sphingomonas,Sphingomonas sp.,,,,
7446,Sphingomonas,Sphingomonas sp.,,,,
7447,Sphingomonas,Sphingomonas sp.,,,,
7448,Sphingomonas,Sphingomonas sp.,,,,
7449,Sphingomonas,Sphingomonas sp.,,,,
7450,Sphingomonas,Sphingomonas sp.,,,,
7451,Sphingomonas,Sphingomonas psychrotolerans,,,,
7452,Sphingomonas,Sphingomonas cannabina,,,,
7453,Sphingomonas,Sphingomonas radiodurans,,,,
7454,Sphingomonas,Sphingomonas baiyangensis,,,,
7455,Sphingomonas,Sphingomonas folii,,,,
7456,Sphingomonas,Sphingomonas citricola,,,,
7457,Sphingomonas,Sphingomonas citri,,,,
7458,Sphingomonas,Sphingomonas olei,,,,
7459,Sphingomonas,Sphingomonas sp.,,,,
7460,Sphingomonas,Sphingomonas fonticola,,,,
7461,Sphingomonas,Sphingomonas vulcanisoli,,,,
7462,Sphingomonas,Sphingomonas hylomeconis,,,,
7463,Sphingomonas,Sphingomonas lacus,,,,
7464,Sphingomonas,Sphingomonas floccifaciens,,,,
7465,Sphingomonas,Sphingomonas flava,,,,
7466,Sphingomonas,Sphingomonas segetis,,,,
7467,Sphingomonas,Sphingomonas populi,,,,
7468,Sphingomonas,Sphingomonas deserti,,,,
7469,Sphingomonas,Sphingomonas hengshuiensis,,,,
7470,Sphingomonas,Sphingomonas gei,,,,
7471,Sphingomonas,Sphingomonas montis,,,,
7472,Sphingomonas,Sphingomonas psychrolutea,,,,
7473,Sphingomonas,Sphingomonas pokkalii,,,,
7474,Sphingomonas,Sphingomonas lacunae,,,,
7475,Sphingomonas,Sphingomonas corticis,,,,
7476,Sphingomonas,Sphingomonas montanisoli,,,,
7477,Sphingomonas,Sphingomonas arenae,,,,
7478,Sphingomonas,Sphingomonas chungangi,,,,
7479,Sphingomonas,Sphingomonas sabuli,,,,
7480,Sphingomonas,Sphingomonas cavernae,,,,
7481,Sphingomonas,Sphingomonas solaris,,,,
7482,Sphingomonas,Sphingomonas piscis,,,,
7483,Sphingomonas,Sphingomonas panacisoli,,,,
7484,Sphingomonas,Sphingomonas sinipercae,,,,
7485,Sphingomonas,Sphingomonas albertensis,,,,
7486,Sphingomonas,Sphingomonas crocodyli,yes,negative,20-35,30
7487,Sphingomonas,Sphingomonas mesophila,no,negative,14-37,28
7488,Sphingomonas,Sphingomonas palmae,yes,negative,25-30,28
7489,Sphingomonas,Sphingomonas gellani,yes,negative,20-30,28
7490,Sphingomonas,Sphingomonas hominis,yes,negative,4-35,28
7491,Sphingomonas,Sphingomonas parva,no,negative,18-42,30
7492,Sphingomonas,Sphingomonas paeninsulae,no,negative,4-28,20
7493,Sphingomonas,Sphingomonas gilva,yes,negative,15-37,28
7494,Sphingomonas,Sphingomonas aracearum,yes,negative,4-38,25-28
7495,Sphingomonas,Sphingomonas ginkgonis,yes,negative,15-37,30
7496,Sphingomonas,Sphingomonas flavalba,yes,negative,26-37,37
7497,Sphingomonas,Sphingomonas lenta,yes,negative,20-37,28-30
7498,Sphingomonas,Sphingomonas paucimobilis,,,,
7499,Sphingomonas,Sphingomonas parapaucimobilis,,,,
7500,Sphingomonas,Sphingomonas paucimobilis,,,,
7501,Sphingomonas,Sphingomonas paucimobilis,,,,
7502,Sphingomonas,Sphingomonas parapaucimobilis,,,,
7503,Sphingomonas,Sphingomonas paucimobilis,,,,
7504,Sphingomonas,Sphingomonas paucimobilis,,,,
7505,Sphingomonas,Sphingomonas changnyeongensis,,,,
7506,Sphingomonas,Sphingomonas suaedae,,,,
7507,Sphingomonas,Sphingomonas profundi,,,,
7508,Sphingopyxis,Sphingopyxis nepalensis,,,,
7509,Sphingopyxis,Sphingopyxis sp.,,,,
7510,Sphingopyxis,Sphingopyxis sp.,,,,
7511,Sphingopyxis,Sphingopyxis macrogoltabida,,,,
7512,Sphingopyxis,Sphingopyxis macrogoltabida,,,,
7513,Sphingopyxis,Sphingopyxis macrogoltabida,,,,
7514,Sphingopyxis,Sphingopyxis lindanitolerans,no,negative,12-37,23-30
7515,Sphingopyxis,Sphingopyxis sp.,,,,
7516,Sphingopyxis,Sphingopyxis sp.,,,,
7517,Sphingopyxis,Sphingopyxis sp.,,,,
7518,Sphingopyxis,Sphingopyxis sp.,,,,
7519,Sphingopyxis,Sphingopyxis macrogoltabida,,,,
7520,Sphingopyxis,Sphingopyxis solisilvae,yes,negative,30,25-35
7521,Sphingopyxis,Sphingopyxis alaskensis,,,,
7522,Sphingopyxis,Sphingopyxis terrae,,,30,
7523,Sphingopyxis,Sphingopyxis sp.,,,,
7524,Sphingopyxis,Sphingopyxis sp.,,,,
7525,Sphingopyxis,Sphingopyxis sp.,,,,
7526,Sphingopyxis,Sphingopyxis flava,,,,
7527,Sphingopyxis,Sphingopyxis fribergensis,,,,
7528,Sphingopyxis,Sphingopyxis sp.,,,,
7529,Sphingopyxis,Sphingopyxis sp.,,,,
7530,Sphingopyxis,Sphingopyxis sp.,,,30,
7531,Sphingopyxis,Sphingopyxis witflariensis,,,,
7532,Sphingopyxis,Sphingopyxis witflariensis,,,,
7533,Sphingopyxis,Sphingopyxis alaskensis,,,,
7534,Sphingopyxis,Sphingopyxis indica,no,negative,,
7535,Sphingopyxis,Sphingopyxis ginsengisoli,['yes'],"['negative', 'negative']",30,30
7536,Sphingopyxis,Sphingopyxis italica,yes,negative,10-30,27.5
7537,Sphingopyxis,Sphingopyxis panaciterrae,,negative,30,
7538,Sphingopyxis,Sphingopyxis panaciterrulae,,,,
7539,Sphingopyxis,Sphingopyxis bauzanensis,yes,negative,01-05,
7540,Sphingopyxis,Sphingopyxis panaciterrulae,['yes'],"['negative', 'negative']",30,25-30
7541,Sphingopyxis,Sphingopyxis soli,yes,negative,30,30
7542,Sphingopyxis,Sphingopyxis terrae,yes,,,
7543,Sphingopyxis,Sphingopyxis granuli,,negative,30,
7544,Sphingopyxis,Sphingopyxis taejonensis,,,30,
7545,Sphingopyxis,Sphingopyxis chilensis,,,,
7546,Sphingopyxis,Sphingopyxis witflariensis,,,25,
7547,Sphingopyxis,Sphingopyxis terrae,,,30,
7548,Sphingopyxis,Sphingopyxis macrogoltabida,,,30,
7549,Sphingopyxis,Sphingopyxis alaskensis,,,30-37,
7550,Sphingopyxis,Sphingopyxis sp.,,,,
7551,Sphingopyxis,Sphingopyxis sp.,,,,
7552,Sphingopyxis,Sphingopyxis sp.,,,,
7553,Sphingopyxis,Sphingopyxis sp.,,,,
7554,Sphingorhabdus,Sphingorhabdus soli,,,,
7555,Sphingorhabdus,Sphingorhabdus lacus,,,,
7556,Sphingorhabdus,Sphingorhabdus profundilacus,,,,
7557,Sphingorhabdus,Sphingorhabdus pulchriflava,yes,negative,10-45,25
7558,Sphingorhabdus,Sphingorhabdus lutea,no,negative,4-40,35
7559,Sphingorhabdus,Sphingorhabdus buctiana,,,,
7560,Sphingorhabdus,Sphingorhabdus sp.,,,,
7561,Sphingorhabdus,Sphingorhabdus sp.,,,,
7562,Sphingorhabdus,Sphingorhabdus contaminans,,,,
7563,Sphingorhabdus,Sphingorhabdus arenilitoris,,,30,
7564,Sphingorhabdus,Sphingorhabdus wooponensis,,,25,
7565,Sphingorhabdus,Sphingorhabdus sp.,,,,
7566,Sphingorhabdus,Sphingorhabdus rigui,,,25,
7567,Sphingorhabdus,Sphingorhabdus planktonica,no,negative,11-27,21
7568,Sphingosinithalassobacter,Sphingosinithalassobacter tenebrarum,,,,
7569,Sphingosinithalassobacter,Sphingosinithalassobacter portus,yes,negative,20-45,30
7570,Polymorphobacter,Polymorphobacter megasporae,,,,
7571,Polymorphobacter,Polymorphobacter arshaanensis,,,,
7572,Polymorphobacter,Polymorphobacter sp.,,,,
7573,Polymorphobacter,Polymorphobacter glacialis,,negative,0-20,15
7574,Polymorphobacter,Polymorphobacter fuscus,,,25,
7575,Polymorphobacter,Polymorphobacter multimanifer,,,25,
7576,Sandaracinobacter,Sandaracinobacter neustonicus,,,,
7577,Sphingosinicella,Sphingosinicella flava,,,,
7578,Sphingosinicella,Sphingosinicella humi,yes,negative,16-42,28
7579,Sphingosinicella,Sphingosinicella ginsenosidimutans,,,,
7580,Sphingosinicella,Sphingosinicella soli,['yes'],"['negative', 'negative']",30,30
7581,Sphingosinicella,Sphingosinicella xenopeptidilytica,,,20-30,
7582,Sphingosinicella,Sphingosinicella microcystinivorans,['yes'],"['negative', 'negative']",30,30
7583,Zymomonas,Zymomonas mobilis subsp. pomaceae,,,,
7584,Zymomonas,Zymomonas mobilis,,,,
7585,Zymomonas,Zymomonas mobilis,,,,
7586,Zymomonas,Zymomonas mobilis,,,,
7587,Zymomonas,Zymomonas mobilis,,,,
7588,Zymomonas,Zymomonas mobilis,,,,
7589,Zymomonas,Zymomonas mobilis,,,,
7590,Zymomonas,Zymomonas mobilis subsp. pomaceae,,,30,
7591,Zymomonas,Zymomonas mobilis subsp. pomaceae,,,30,
