"","species","antibiotics","lincomycin","novobiocin","kanamycin","ampicillin","gentamicin","neomycin","streptomycin","chloramphenicol","rifampicin","polymyxin.b","erythromycin","bacitracin","penicillin","tetracycline","aztreonam","cefalotin","cefazolin","cefotaxime","fosfomycin","imipenem","linezolid","mezlocillin","moxifloxacin","nitrofurantoin","norfloxacin","nystatin","ofloxacin","oxacillin","penicillin.g","pipemidic.acid","ticarcillin","tunicamycin","actinomycin.d","sodium.dodecyl.sulfate","vancomycin","sodium.chloride","colistin","carbenicillin","ceftriaxone","clarithromycin","cefotaxime.sodium","tobramycin","spectinomycin","amikacin","nalidixic.acid","cycloheximide","trimethoprim","sulfamethoxazole","minocycline","cephradine","cephalexin","cefuroxime","cefoperazone","ceftazidime","oleandomycin","cephalothin","acetylspiramycin","ciprofloxacin","oxytetracycline","furazolidone","midecamycin","doxycycline","piperacillin","clindamycin","enrofloxacin","cefixime","meropenem","levofloxacin","amoxicillin","clavulanic.acid","cefoxitin","cefepime","co.trimoxazole","spiramycin.II","family","order","class","phylum","domain","NCBI.tax.ID","motility","gram.stain","growth","genus","oxygen.tolerance","PH.range","GC.content","Total.samples","soil.counts","aquatic.counts","plant.counts","optimum","n16","div","gc_percent","genome_components","chromosomes","total_seq_length","genes_nc","genes_coding","pseudogenes","total_genes"
"3233","Sinorhizobium americanum","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Rhizobiaceae","Hyphomicrobiales","Alphaproteobacteria","Pseudomonadota","Bacteria",NA,NA,NA,"30.0","Sinorhizobium",NA,NA,1,3448,1177,383,155,1,3,0,62,4,4,6802279,67,6064.5,231,6362.5
"3234","Skermanella mucosa","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Azospirillaceae","Rhodospirillales","Alphaproteobacteria","Pseudomonadota","Bacteria",NA,NA,NA,NA,"Skermanella",NA,NA,1818,1968,737,1142,1,1,7,1.36581620940094,67,5,5,7840710,86,7062,145,7293
"3235","Skermanella rosea","R","NR","NR","NR","R","NR","NR","NR","R","R","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","R","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","R","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Azospirillaceae","Rhodospirillales","Alphaproteobacteria","Pseudomonadota","Bacteria",NA,"yes","negative","30.0","Skermanella",NA,"alkaliphile",1585,1727,253,916,1,1,7,1.60665549545892,67.5,7,7,7759404,87,7108,116,7311
"3236","Skermania piniformis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Nocardiaceae","Mycobacteriales","Actinomycetes","Actinomycetota","Bacteria","39122.0",NA,NA,"26.5","Skermania",NA,NA,1,604,586,1833,61,1,2,0,68.5,1,1,4230116,54,3798,66,3918
"3237","Slackia heliotrinireducens","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Eggerthellaceae","Eggerthellales","Coriobacteriia","Actinomycetota","Bacteria","471855.0",NA,NA,"37.0","Slackia","anaerobe",NA,739,1875,1097,1168,501,1,2,2.07944154167984,60,1,1,3165598,58,2742.5,16.5,2817
"3238","Sneathia vaginalis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Leptotrichiaceae","Fusobacteriales","Fusobacteriia","Fusobacteriota","Bacteria","2777994.0",NA,NA,NA,"Sneathia","anaerobe",NA,1,1,1,1,1,1,3,2.54605667317925,28,1,1,1330224,49,1256,4,1309
"3239","Sneathiella aquimaris","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sneathiellaceae","Sneathiellales","Alphaproteobacteria","Pseudomonadota","Bacteria","2599305.0",NA,NA,NA,"Sneathiella",NA,NA,1,1,1,1,1,1,3,0,48.5,1,1,3941851,57,3647,32,3736
"3240","Snodgrassella alvi","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Neisseriaceae","Neisseriales","Betaproteobacteria","Pseudomonadota","Bacteria","1196094.0","no","negative","37.0","Snodgrassella","microaerophile",NA,459,1,1,1,1,1,4,2.77258872223978,41,1,1,2550801.5,76,2211.5,44.5,2332
"3241","Sodaliphilus pleomorphus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Muribaculaceae","Bacteroidales","Bacteroidia","Bacteroidota","Bacteria","2606626.0",NA,NA,"37.0","Sodaliphilus",NA,NA,916,1,1,1,1,1,4,4.76030522883274,54,1,1,3340670,68,2704,37,2809
"3242","Sodalis glossinidius","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Pectobacteriaceae","Enterobacterales","Gammaproteobacteria","Pseudomonadota","Bacteria",NA,NA,NA,NA,"Sodalis","microaerophile",NA,1,2691,1097,808,68,1,7,0.504192953436835,54.25,4,4,4302080,99,3613.5,1242,4954.5
"3243","Sodalis praecaptivus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Pectobacteriaceae","Enterobacterales","Gammaproteobacteria","Pseudomonadota","Bacteria",NA,NA,NA,NA,"Sodalis",NA,NA,1019,1144,1364,234,765,1,7,7.07177761040333,57,2,2,5159425,107,4379,51,4537
"3244","Solibacillus silvestris","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Caryophanaceae","Caryophanales","Bacilli","Bacillota","Bacteria","76853.0",NA,NA,"30.0","Solibacillus","aerobe",NA,47.5,306.625,202.875,144.125,53.375,1,12,18.4793463212867,38.5,2,2,3984229,137,3848,38,4023
"3245","Solibaculum mannosilyticum","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Oscillospiraceae","Eubacteriales","Clostridia","Bacillota","Bacteria","2780922.0",NA,NA,"37.0","Solibaculum",NA,NA,804,1773,492,1326,575,1,3,2.54605667317925,50.5,1,1,2541474,69,2267,20,2356
"3246","Solidesulfovibrio carbinolicus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Desulfovibrionaceae","Desulfovibrionales","Deltaproteobacteria","Pseudomonadota","Bacteria","296842.0",NA,NA,NA,"Solidesulfovibrio","anaerobe",NA,1345,2259,1055,907,655,1,3,1.27302833658963,64.5,6,6,4688868,72,4108,35,4215
"3247","Solidesulfovibrio magneticus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Desulfovibrionaceae","Desulfovibrionales","Deltaproteobacteria","Pseudomonadota","Bacteria","573370.0",NA,NA,NA,"Solidesulfovibrio","anaerobe",NA,1380,2259,1055,907,655,1,3,0,62.5,3,3,5315620,68,4596,42,4706
"3248","Solitalea canadensis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphingobacteriaceae","Sphingobacteriales","Sphingobacteriia","Bacteroidota","Bacteria","929556.0",NA,NA,"25.0","Solitalea",NA,NA,273,1765,534,1403,517,1,4,0,37,1,1,5202069,75,4339,31,4445
"3249","Sorangium cellulosum","R","NR","NR","R","R","NR","R","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","R","R","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Polyangiaceae","Myxococcales","Deltaproteobacteria","Pseudomonadota","Bacteria","56.0",NA,NA,"30.0","Sorangium",NA,NA,2.06253908692933,2.08067542213884,3.85928705440901,2.3827392120075,1.81050656660413,1,4,1.67918803368557,71.8,1,1,13646760.8,75.8,9888.6,104.2,10068.6
"3250","Spartinivicinus ruber","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Zooshikellaceae","Oceanospirillales","Gammaproteobacteria","Pseudomonadota","Bacteria","1667051.0",NA,NA,NA,"Spartinivicinus",NA,NA,1,1,1,1,1,1,4,0,40,4,4,6687090,81,5951,97,6129
"3251","Sphaerobacter thermophilus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphaerobacteraceae","Sphaerobacterales","Thermomicrobia","Thermomicrobiota","Bacteria","479434.0","no","positive","55.0","Sphaerobacter","obligate aerobe","alkaliphile",1426,2714,942,1281,849,1,2,1.38629436111989,68,2,2,3993764,60,3450,34,3544
"3252","Sphaerochaeta associata","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphaerochaetaceae","Spirochaetales","Spirochaetia","Spirochaetota","Bacteria","1129264.0",NA,NA,NA,"Sphaerochaeta",NA,NA,699,455,1583,46,958,1,3,0,50.5,1,1,3554903,61,3238,3,3302
"3253","Sphaerochaeta coccoides","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphaerochaetaceae","Spirochaetales","Spirochaetia","Spirochaetota","Bacteria","760011.0",NA,NA,NA,"Sphaerochaeta","anaerobe",NA,1,870,842,1168,192,1,3,1.27302833658963,50.5,1,1,2227296,59,1825,10,1894
"3254","Sphaerochaeta globosa","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphaerochaetaceae","Spirochaetales","Spirochaetia","Spirochaetota","Bacteria","158189.0","no","negative","25.0","Sphaerochaeta","anaerobe",NA,677,153,1534,1195,958,1,4,7.87269202466332,48.5,1,1,3316466,65,3025,8,3098
"3255","Sphaerochaeta pleomorpha","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphaerochaetaceae","Spirochaetales","Spirochaetia","Spirochaetota","Bacteria","158190.0","no","negative","25.0","Sphaerochaeta","anaerobe",NA,698,672,227,1371,33,1,4,0.562335144618808,46,1,1,3590853,67,3179,13,3259
"3256","Sphingobacterium daejeonense","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphingobacteriaceae","Sphingobacteriales","Sphingobacteriia","Bacteroidota","Bacteria",NA,"no","negative","30.0","Sphingobacterium","aerobe",NA,341,1,1,1,1,1,4,3.50482290365399,37,1,1,4732363,70,4650,384,5104
"3257","Sphingobacterium faecium","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphingobacteriaceae","Sphingobacteriales","Sphingobacteriia","Bacteroidota","Bacteria","34087.0",NA,NA,"29.333333333333332","Sphingobacterium",NA,NA,1,1,1,1,1,1,8,9.16265724067258,36.5,2,2,5017771,119,4140,25,4284
"3258","Sphingobacterium hotanense","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphingobacteriaceae","Sphingobacteriales","Sphingobacteriia","Bacteroidota","Bacteria",NA,"no","negative","37.0","Sphingobacterium","aerobe","alkaliphile",228.5,1643.5,96,206,370,1,4,0,41,1,1,4490254,71,3697,26,3794
"3259","Sphingobacterium lactis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphingobacteriaceae","Sphingobacteriales","Sphingobacteriia","Bacteroidota","Bacteria","797291.0","no","negative","28.0","Sphingobacterium","aerobe","alkaliphile",288,1,1,1,1,1,4,1.25548232517875,44,1,1,4030188,71,3415,8,3494
"3260","Sphingobacterium mizutaii","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphingobacteriaceae","Sphingobacteriales","Sphingobacteriia","Bacteroidota","Bacteria","1010.0",NA,NA,"27.666666666666668","Sphingobacterium",NA,NA,133.666666666667,1035.33333333333,150.333333333333,188.333333333333,226.333333333333,1,4,2.07944154167984,39.5,1,1,4653048,70,3872,21,3963
"3261","Sphingobacterium multivorum","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphingobacteriaceae","Sphingobacteriales","Sphingobacteriia","Bacteroidota","Bacteria","28454.0",NA,NA,"30.0","Sphingobacterium","aerobe",NA,36.0625,107.9375,59.84375,91.84375,45.5,1,7,9.46385663305815,39.75,1.75,1.75,6132514.75,108.5,5099.5,19.75,5227.75
"3262","Sphingobacterium psychroaquaticum","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphingobacteriaceae","Sphingobacteriales","Sphingobacteriia","Bacteroidota","Bacteria","561061.0","yes","negative","28.0","Sphingobacterium","aerobe",NA,1,61,420,479,21,1,6,8.86053369897329,41.5,1,1,4396536,85,3533,4,3622
"3263","Sphingobacterium siyangense","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphingobacteriaceae","Sphingobacteriales","Sphingobacteriia","Bacteroidota","Bacteria","459529.0","no","negative","31.75","Sphingobacterium","aerobe","alkaliphile",333,3033,1036,1871,696,1,7,10.0565874221858,39.5,1,1,6672402,107.5,5481.5,15.5,5604.5
"3264","Sphingobacterium spiritivorum","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphingobacteriaceae","Sphingobacteriales","Sphingobacteriia","Bacteroidota","Bacteria","258.0","no",NA,"29.333333333333332","Sphingobacterium","aerobe","alkaliphile",110.375,986,486.9375,120.0625,237.875,1,4,0.749780192825079,39.5,1.33333333333333,1.33333333333333,5182947.33333333,72,4333.66666666667,9.33333333333333,4415
"3265","Sphingobacterium thalpophilum","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphingobacteriaceae","Sphingobacteriales","Sphingobacteriia","Bacteroidota","Bacteria","259.0",NA,NA,"29.333333333333332","Sphingobacterium",NA,NA,104.2,1,1,1,1,1,7,11.431928508345,43.5,1,1,5962893,105,4956,25,5086
"3266","Sphingobium amiense","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphingomonadaceae","Sphingomonadales","Alphaproteobacteria","Pseudomonadota","Bacteria","135719.0",NA,NA,"29.0","Sphingobium",NA,NA,1411,452,1254,1482,791,1,2,0,64.5,7,7,4773922,61,4534,73,4668
"3267","Sphingobium baderi","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphingomonadaceae","Sphingomonadales","Alphaproteobacteria","Pseudomonadota","Bacteria","1114964.0","no","negative","28.0","Sphingobium","aerobe",NA,1441,3226,494,868,407,1,2,0,62,9,9,4583422,61,4430,83,4574
"3268","Sphingobium chlorophenolicum","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sphingomonadaceae","Sphingomonadales","Alphaproteobacteria","Pseudomonadota","Bacteria","1219044.0",NA,NA,"29.0","Sphingobium","aerobe",NA,939.333333333333,2004.66666666667,507.333333333333,587,324.333333333333,1,3,0,63.5,3,3,4573221,69,4112,76,4257
